Fecha,Demanda
2022-10-10,0.0
2022-10-17,3000.0
2022-10-24,0.0
2022-10-31,3900.0
2022-11-07,21084.0
2022-11-14,144.0
2022-11-21,96.0
2022-11-28,324.0
2022-12-05,618.0
2022-12-12,827.0
2022-12-19,122.0
2022-12-26,1140.0
2023-01-02,60.0
2023-01-09,36.0
2023-01-16,378.0
2023-01-23,1024.0
2023-01-30,30.0
2023-02-06,0.0
2023-02-13,138.0
2023-02-20,270.0
2023-02-27,192.0
2023-03-06,156.0
2023-03-13,120.0
2023-03-20,108.0
2023-03-27,282.0
2023-04-03,0.0
2023-04-10,102.0
2023-04-17,168.0
2023-04-24,138.0
2023-05-01,72.0
2023-05-08,138.0
2023-05-15,156.0
2023-05-22,126.0
2023-05-29,114.0
2023-06-05,102.0
2023-06-12,132.0
2023-06-19,66.0
2023-06-26,150.0
2023-07-03,204.0
2023-07-10,0.0
2023-07-17,120.0
2023-07-24,132.0
2023-07-31,132.0
2023-08-07,132.0
2023-08-14,108.0
2023-08-21,114.0
2023-08-28,90.0
2023-09-04,192.0
2023-09-11,0.0
2023-09-18,96.0
2023-09-25,186.0
2023-10-02,162.0
2023-10-09,144.0
2023-10-16,174.0
2023-10-23,528.0
2023-10-30,360.0
2023-11-06,3786.0
2023-11-13,8472.0
2023-11-20,12708.0
2023-11-27,5442.0
2023-12-04,1308.0
2023-12-11,3048.0
2023-12-18,726.0
2023-12-25,1494.0
2024-01-01,0.0
2024-01-08,0.0
2024-01-15,216.0
2024-01-22,390.0
2024-01-29,192.0
2024-02-05,276.0
2024-02-12,114.0
2024-02-19,114.0
2024-02-26,276.0
2024-03-04,144.0
2024-03-11,132.0
2024-03-18,156.0
2024-03-25,78.0
2024-04-01,132.0
2024-04-08,216.0
2024-04-15,78.0
2024-04-22,30.0
2024-04-29,54.0
2024-05-06,18.0
2024-05-13,0.0
2024-05-20,48.0
2024-05-27,54.0
2024-06-03,30.0
2024-06-10,84.0
2024-06-17,60.0
2024-06-24,30.0
2024-07-01,12.0
2024-07-08,30.0
2024-07-15,30.0
2024-07-22,18.0
2024-07-29,42.0
2024-08-05,6.0
2024-08-12,78.0
2024-08-19,66.0
2024-08-26,288.0
2024-09-02,18.0
2024-09-09,0.0
2024-09-16,294.0
2024-09-23,48.0
2024-09-30,84.0
2024-10-07,234.0
2024-10-14,4212.0
2024-10-21,168.0
2024-10-28,210.0
2024-11-04,414.0
2024-11-11,480.0
2024-11-18,17766.0
2024-11-25,14136.0
2024-12-02,132.0
2024-12-09,144.0
2024-12-16,90.0
2024-12-23,18.0
2024-12-30,12.0
2025-01-06,0.0
2025-01-13,96.0
2025-01-20,960.0
2025-01-27,732.0
2025-02-03,210.0
2025-02-10,174.0
2025-02-17,372.0
2025-02-24,396.0
2025-03-03,156.0
2025-03-10,426.0
2025-03-17,312.0
2025-03-24,180.0
2025-03-31,120.0
2025-04-07,210.0
2025-04-14,90.0
2025-04-21,168.0
2025-04-28,162.0
2025-05-05,66.0
2025-05-12,18.0
2025-05-19,240.0
2025-05-26,306.0
2025-06-02,96.0
2025-06-09,108.0
2025-06-16,96.0
2025-06-23,150.0
2025-06-30,96.0
2025-07-07,0.0
2025-07-14,48.0
2025-07-21,144.0
2025-07-28,132.0
2025-08-04,228.0
2025-08-11,60.0
2025-08-18,126.0
2025-08-25,180.0
2025-09-01,18.0
2025-09-08,204.0
2025-09-15,0.0
2025-09-22,0.0
2025-09-29,366.0
2025-10-06,330.0
2025-10-13,148.0
2025-10-20,102.0
2025-10-27,6115.0
2025-11-03,354.0
2025-11-10,2346.0
2025-11-17,36.0
2025-11-24,27504.0
2025-12-01,0.0
2025-12-08,438.0
2025-12-15,4044.0
2025-12-22,3414.0
2025-12-29,4272.0
2026-01-05,485.0
2026-01-12,0.0
2026-01-19,420.0
2026-01-26,420.0
2026-02-02,54.0
2026-02-09,0.0
2026-02-16,0.0
2026-02-23,1374.0
